"ID","Journal","Year","All_Data","All_Code","Partial_Code","Appendix","Dryad","Zenodo","Figshare","OSF","Org_Database","Github","Other_Database","Other_Paper","Missing_Appendix","Missing_Broken_Link","Missing_Components","Database_Not_Enough_Info","Model_Code_Only"
256,"ECOSPHERE",2020,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
257,"ECOSPHERE",2018,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1
258,"ECOSPHERE",2020,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
259,"ECOSPHERE",2022,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
260,"ECOSPHERE",2022,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
261,"ECOSPHERE",2021,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
262,"ECOSPHERE",2018,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
263,"ECOSPHERE",2021,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
264,"ECOSPHERE",2019,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
265,"ECOSPHERE",2019,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
266,"ECOSPHERE",2021,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
267,"ECOSPHERE",2020,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
268,"ECOSPHERE",2021,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
269,"ECOSPHERE",2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,"ECOSPHERE",2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271,"ECOSPHERE",2022,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
272,"ECOSPHERE",2018,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
273,"ECOSPHERE",2021,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
274,"ECOSPHERE",2020,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
275,"ECOSPHERE",2022,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
276,"ECOSPHERE",2022,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1
277,"ECOSPHERE",2019,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
278,"ECOSPHERE",2021,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
279,"ECOSPHERE",2021,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
280,"ECOSPHERE",2021,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1
281,"ECOSPHERE",2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
282,"JOURNAL OF WILDLIFE MANAGEMENT",2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
283,"JOURNAL OF WILDLIFE MANAGEMENT",2020,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
284,"JOURNAL OF WILDLIFE MANAGEMENT",2022,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
285,"JOURNAL OF WILDLIFE MANAGEMENT",2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
286,"JOURNAL OF WILDLIFE MANAGEMENT",2020,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
287,"JOURNAL OF WILDLIFE MANAGEMENT",2020,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
288,"JOURNAL OF WILDLIFE MANAGEMENT",2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
289,"JOURNAL OF WILDLIFE MANAGEMENT",2019,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
290,"JOURNAL OF WILDLIFE MANAGEMENT",2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
291,"JOURNAL OF WILDLIFE MANAGEMENT",2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
292,"JOURNAL OF WILDLIFE MANAGEMENT",2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
293,"JOURNAL OF WILDLIFE MANAGEMENT",2022,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
294,"JOURNAL OF WILDLIFE MANAGEMENT",2018,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
295,"JOURNAL OF WILDLIFE MANAGEMENT",2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
296,"JOURNAL OF WILDLIFE MANAGEMENT",2020,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
297,"JOURNAL OF WILDLIFE MANAGEMENT",2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298,"JOURNAL OF WILDLIFE MANAGEMENT",2021,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
299,"JOURNAL OF WILDLIFE MANAGEMENT",2022,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
300,"JOURNAL OF WILDLIFE MANAGEMENT",2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301,"JOURNAL OF WILDLIFE MANAGEMENT",2022,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
302,"JOURNAL OF WILDLIFE MANAGEMENT",2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
303,"JOURNAL OF WILDLIFE MANAGEMENT",2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
304,"JOURNAL OF WILDLIFE MANAGEMENT",2021,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
305,"JOURNAL OF WILDLIFE MANAGEMENT",2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306,"JOURNAL OF WILDLIFE MANAGEMENT",2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
307,"JOURNAL OF WILDLIFE MANAGEMENT",2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308,"JOURNAL OF WILDLIFE MANAGEMENT",2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
309,"JOURNAL OF WILDLIFE MANAGEMENT",2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,"JOURNAL OF WILDLIFE MANAGEMENT",2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311,"JOURNAL OF WILDLIFE MANAGEMENT",2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312,"JOURNAL OF WILDLIFE MANAGEMENT",2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
313,"JOURNAL OF WILDLIFE MANAGEMENT",2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
314,"JOURNAL OF WILDLIFE MANAGEMENT",2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
315,"JOURNAL OF WILDLIFE MANAGEMENT",2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316,"JOURNAL OF WILDLIFE MANAGEMENT",2022,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
317,"JOURNAL OF WILDLIFE MANAGEMENT",2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
318,"JOURNAL OF WILDLIFE MANAGEMENT",2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
319,"JOURNAL OF WILDLIFE MANAGEMENT",2018,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
320,"JOURNAL OF WILDLIFE MANAGEMENT",2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
321,"JOURNAL OF WILDLIFE MANAGEMENT",2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
322,"JOURNAL OF WILDLIFE MANAGEMENT",2022,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
323,"JOURNAL OF WILDLIFE MANAGEMENT",2019,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
324,"JOURNAL OF WILDLIFE MANAGEMENT",2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325,"JOURNAL OF WILDLIFE MANAGEMENT",2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326,"JOURNAL OF WILDLIFE MANAGEMENT",2019,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
327,"JOURNAL OF WILDLIFE MANAGEMENT",2022,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
328,"JOURNAL OF WILDLIFE MANAGEMENT",2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
329,"JOURNAL OF WILDLIFE MANAGEMENT",2022,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
330,"JOURNAL OF WILDLIFE MANAGEMENT",2022,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
331,"JOURNAL OF WILDLIFE MANAGEMENT",2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
332,"JOURNAL OF WILDLIFE MANAGEMENT",2021,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
333,"JOURNAL OF WILDLIFE MANAGEMENT",2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
334,"JOURNAL OF WILDLIFE MANAGEMENT",2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
335,"JOURNAL OF WILDLIFE MANAGEMENT",2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
336,"JOURNAL OF WILDLIFE MANAGEMENT",2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
337,"JOURNAL OF WILDLIFE MANAGEMENT",2022,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1
338,"JOURNAL OF WILDLIFE MANAGEMENT",2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339,"JOURNAL OF WILDLIFE MANAGEMENT",2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
340,"JOURNAL OF WILDLIFE MANAGEMENT",2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
341,"JOURNAL OF WILDLIFE MANAGEMENT",2021,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
342,"JOURNAL OF WILDLIFE MANAGEMENT",2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343,"JOURNAL OF WILDLIFE MANAGEMENT",2018,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
344,"JOURNAL OF WILDLIFE MANAGEMENT",2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345,"JOURNAL OF WILDLIFE MANAGEMENT",2020,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
346,"JOURNAL OF WILDLIFE MANAGEMENT",2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
347,"JOURNAL OF WILDLIFE MANAGEMENT",2022,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
348,"JOURNAL OF WILDLIFE MANAGEMENT",2021,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
349,"JOURNAL OF WILDLIFE MANAGEMENT",2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350,"JOURNAL OF WILDLIFE MANAGEMENT",2022,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
351,"JOURNAL OF WILDLIFE MANAGEMENT",2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
352,"JOURNAL OF WILDLIFE MANAGEMENT",2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
353,"JOURNAL OF WILDLIFE MANAGEMENT",2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
354,"JOURNAL OF WILDLIFE MANAGEMENT",2021,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
355,"JOURNAL OF WILDLIFE MANAGEMENT",2022,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
356,"JOURNAL OF WILDLIFE MANAGEMENT",2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
357,"METHODS IN ECOLOGY AND EVOLUTION",2018,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
358,"METHODS IN ECOLOGY AND EVOLUTION",2022,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
359,"METHODS IN ECOLOGY AND EVOLUTION",2018,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
360,"METHODS IN ECOLOGY AND EVOLUTION",2020,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
361,"METHODS IN ECOLOGY AND EVOLUTION",2018,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
362,"METHODS IN ECOLOGY AND EVOLUTION",2020,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
363,"METHODS IN ECOLOGY AND EVOLUTION",2022,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
364,"METHODS IN ECOLOGY AND EVOLUTION",2021,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
365,"METHODS IN ECOLOGY AND EVOLUTION",2019,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
366,"METHODS IN ECOLOGY AND EVOLUTION",2019,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
367,"METHODS IN ECOLOGY AND EVOLUTION",2019,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
368,"METHODS IN ECOLOGY AND EVOLUTION",2018,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
369,"METHODS IN ECOLOGY AND EVOLUTION",2022,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0
370,"METHODS IN ECOLOGY AND EVOLUTION",2018,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1
371,"METHODS IN ECOLOGY AND EVOLUTION",2022,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
372,"METHODS IN ECOLOGY AND EVOLUTION",2021,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
373,"METHODS IN ECOLOGY AND EVOLUTION",2020,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
374,"METHODS IN ECOLOGY AND EVOLUTION",2019,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
375,"METHODS IN ECOLOGY AND EVOLUTION",2020,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
376,"METHODS IN ECOLOGY AND EVOLUTION",2022,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
377,"METHODS IN ECOLOGY AND EVOLUTION",2022,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
378,"METHODS IN ECOLOGY AND EVOLUTION",2022,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
379,"METHODS IN ECOLOGY AND EVOLUTION",2018,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
380,"METHODS IN ECOLOGY AND EVOLUTION",2022,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
381,"METHODS IN ECOLOGY AND EVOLUTION",2021,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
382,"METHODS IN ECOLOGY AND EVOLUTION",2019,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
383,"METHODS IN ECOLOGY AND EVOLUTION",2018,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
384,"METHODS IN ECOLOGY AND EVOLUTION",2020,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
385,"METHODS IN ECOLOGY AND EVOLUTION",2022,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
386,"METHODS IN ECOLOGY AND EVOLUTION",2018,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
387,"METHODS IN ECOLOGY AND EVOLUTION",2020,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
388,"METHODS IN ECOLOGY AND EVOLUTION",2018,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
389,"METHODS IN ECOLOGY AND EVOLUTION",2022,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
390,"METHODS IN ECOLOGY AND EVOLUTION",2018,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
391,"METHODS IN ECOLOGY AND EVOLUTION",2018,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
392,"METHODS IN ECOLOGY AND EVOLUTION",2018,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
393,"METHODS IN ECOLOGY AND EVOLUTION",2019,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
394,"METHODS IN ECOLOGY AND EVOLUTION",2022,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
395,"METHODS IN ECOLOGY AND EVOLUTION",2022,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
396,"METHODS IN ECOLOGY AND EVOLUTION",2018,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
397,"METHODS IN ECOLOGY AND EVOLUTION",2019,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
398,"METHODS IN ECOLOGY AND EVOLUTION",2022,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
399,"METHODS IN ECOLOGY AND EVOLUTION",2018,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
400,"METHODS IN ECOLOGY AND EVOLUTION",2018,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1
401,"METHODS IN ECOLOGY AND EVOLUTION",2021,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
402,"METHODS IN ECOLOGY AND EVOLUTION",2020,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
403,"PLOS ONE",2019,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
404,"PLOS ONE",2022,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
405,"PLOS ONE",2019,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
406,"PLOS ONE",2018,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
407,"PLOS ONE",2020,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
408,"PLOS ONE",2018,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
409,"PLOS ONE",2021,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
410,"PLOS ONE",2020,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
411,"PLOS ONE",2018,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
412,"PLOS ONE",2019,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
413,"PLOS ONE",2019,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
414,"PLOS ONE",2022,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
415,"PLOS ONE",2020,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
416,"PLOS ONE",2021,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
417,"PLOS ONE",2021,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
418,"PLOS ONE",2020,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
419,"PLOS ONE",2020,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
420,"PLOS ONE",2019,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
421,"PLOS ONE",2019,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
422,"PLOS ONE",2020,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
423,"PLOS ONE",2020,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
424,"PLOS ONE",2018,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
425,"PLOS ONE",2019,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
426,"PLOS ONE",2022,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
427,"PLOS ONE",2019,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
428,"PLOS ONE",2020,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
429,"PLOS ONE",2021,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
430,"PLOS ONE",2021,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
431,"PLOS ONE",2019,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
432,"PLOS ONE",2019,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
433,"PLOS ONE",2018,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
434,"PLOS ONE",2022,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
435,"PLOS ONE",2020,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
436,"PLOS ONE",2020,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
437,"PLOS ONE",2021,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
438,"PLOS ONE",2018,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
439,"PLOS ONE",2020,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
440,"PLOS ONE",2021,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
441,"PLOS ONE",2020,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
442,"PLOS ONE",2019,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
443,"PLOS ONE",2022,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
444,"PLOS ONE",2018,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
445,"PLOS ONE",2018,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
446,"PLOS ONE",2018,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
447,"PLOS ONE",2021,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1
448,"PLOS ONE",2018,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
449,"PLOS ONE",2022,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
450,"PLOS ONE",2018,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
451,"PLOS ONE",2018,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
452,"PLOS ONE",2021,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
453,"PLOS ONE",2018,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
454,"PLOS ONE",2021,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
455,"SCIENTIFIC REPORTS",2021,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
456,"SCIENTIFIC REPORTS",2019,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
457,"SCIENTIFIC REPORTS",2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
458,"SCIENTIFIC REPORTS",2018,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
459,"SCIENTIFIC REPORTS",2018,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
460,"SCIENTIFIC REPORTS",2022,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
461,"SCIENTIFIC REPORTS",2020,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
462,"SCIENTIFIC REPORTS",2022,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
463,"SCIENTIFIC REPORTS",2022,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
464,"SCIENTIFIC REPORTS",2021,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
465,"SCIENTIFIC REPORTS",2019,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
466,"SCIENTIFIC REPORTS",2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
467,"SCIENTIFIC REPORTS",2022,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0
468,"SCIENTIFIC REPORTS",2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
469,"SCIENTIFIC REPORTS",2019,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
470,"SCIENTIFIC REPORTS",2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
471,"SCIENTIFIC REPORTS",2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
472,"SCIENTIFIC REPORTS",2021,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
473,"SCIENTIFIC REPORTS",2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
474,"SCIENTIFIC REPORTS",2022,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
475,"SCIENTIFIC REPORTS",2020,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
476,"SCIENTIFIC REPORTS",2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
477,"SCIENTIFIC REPORTS",2019,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
478,"SCIENTIFIC REPORTS",2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
479,"SCIENTIFIC REPORTS",2018,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
480,"SCIENTIFIC REPORTS",2020,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
481,"SCIENTIFIC REPORTS",2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
482,"SCIENTIFIC REPORTS",2019,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
483,"SCIENTIFIC REPORTS",2020,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
484,"SCIENTIFIC REPORTS",2021,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
485,"SCIENTIFIC REPORTS",2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,"SCIENTIFIC REPORTS",2018,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
487,"SCIENTIFIC REPORTS",2018,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
488,"SCIENTIFIC REPORTS",2022,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
489,"SCIENTIFIC REPORTS",2022,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
490,"SCIENTIFIC REPORTS",2019,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
491,"SCIENTIFIC REPORTS",2018,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
492,"SCIENTIFIC REPORTS",2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
493,"SCIENTIFIC REPORTS",2022,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
494,"SCIENTIFIC REPORTS",2018,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
495,"SCIENTIFIC REPORTS",2019,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
496,"SCIENTIFIC REPORTS",2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
497,"SCIENTIFIC REPORTS",2021,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
